disease,drug,phase,status,target,num_ev_strings
non-Hodgkins lymphoma,VINCRISTINE,1,Completed,TUBB,3
leukemia,VINCRISTINE,3,Unknown status,TUBB,3
triple-negative breast cancer,PACLITAXEL,2,"Active, not recruiting",TUBB,3
leukemia,VINCRISTINE,2,Unknown status,TUBB,3
squamous cell lung carcinoma,DOCETAXEL,2,Recruiting,TUBB,3
squamous cell lung carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,3
leukemia,VINCRISTINE,1,Completed,TUBB,3
non-Hodgkins lymphoma,VINORELBINE,2,Completed,TUBB,3
non-small cell lung carcinoma,DOCETAXEL,1,"Active, not recruiting",TUBB,3
squamous cell carcinoma,PACLITAXEL,2,Recruiting,TUBB,3
squamous cell carcinoma,PACLITAXEL,2,Completed,TUBB,3
acute lymphoblastic leukemia,VINCRISTINE,2,"Active, not recruiting",TUBB,3
acute lymphoblastic leukemia,VINCRISTINE,3,Completed,TUBB,3
acute lymphoblastic leukemia,VINCRISTINE,4,Recruiting,TUBB,3
non-small cell lung carcinoma,ERIBULIN,2,Completed,TUBB,3
neoplasm of mature B-cells,VINCRISTINE,3,Terminated,TUBB,3
neoplasm of mature B-cells,VINCRISTINE,3,"Active, not recruiting",TUBB,3
head and neck squamous cell carcinoma,DOCETAXEL,2,Terminated,TUBB,3
male breast carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,3
nasopharyngeal neoplasm,DOCETAXEL,3,Not yet recruiting,TUBB,3
nasopharyngeal neoplasm,DOCETAXEL,3,Recruiting,TUBB,3
uterine neoplasm,PACLITAXEL,2,Completed,TUBB,3
metastatic prostate cancer,DOCETAXEL,2,Completed,TUBB,3
neoplasm,INDIBULIN,1,Unknown status,TUBB,3
neoplasm,IXABEPILONE,1,Terminated,TUBB,3
Fallopian Tube Carcinoma,PACLITAXEL,2,Unknown status,TUBB,3
Fallopian Tube Carcinoma,PACLITAXEL,3,Recruiting,TUBB,3
melanoma,PACLITAXEL,1,Completed,TUBB,3
neoplasm,PACLITAXEL,1,Withdrawn,TUBB,3
urethral neoplasm,PACLITAXEL,2,Completed,TUBB,3
medulloblastoma,VINCRISTINE,3,Completed,TUBB,3
lymphoma,VINORELBINE,2,Completed,TUBB,3
Hodgkins lymphoma,VINCRISTINE,3,Recruiting,TUBB,3
lymphoma,VINCRISTINE,3,Recruiting,TUBB,3
lymphoma,VINCRISTINE,2,Withdrawn,TUBB,3
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,2,Not yet recruiting,TUBB,3
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,3,"Active, not recruiting",TUBB,3
Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,3,Recruiting,TUBB,3
unspecified peripheral T-cell lymphoma,VINCRISTINE,2,Completed,TUBB,3
lymphoma,VINCRISTINE,1,Unknown status,TUBB,3
Hodgkins lymphoma,VINBLASTINE,1,Completed,TUBB,3
lymphoma,VINBLASTINE,2,Unknown status,TUBB,3
neoplasm of mature B-cells,VINCRISTINE,1,Recruiting,TUBB,3
neoplasm of mature B-cells,VINCRISTINE,2,Recruiting,TUBB,3
Hodgkins lymphoma,VINCRISTINE,3,Completed,TUBB,3
small cell lung carcinoma,PACLITAXEL,2,Recruiting,TUBB,3
lung carcinoma,PACLITAXEL,3,Terminated,TUBB,3
breast carcinoma,DOCETAXEL,4,Recruiting,TUBB,3
bladder carcinoma,VINBLASTINE,2,Terminated,TUBB,3
breast carcinoma,ERIBULIN,2,Recruiting,TUBB,3
esophageal squamous cell carcinoma,PACLITAXEL,3,Recruiting,TUBB,3
breast carcinoma,ERIBULIN,1,Completed,TUBB,3
bladder carcinoma,PACLITAXEL,3,Completed,TUBB,3
breast carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB,3
gastric adenocarcinoma,PACLITAXEL,1,Recruiting,TUBB,3
non-small cell lung carcinoma,VINORELBINE,2,Recruiting,TUBB,3
head and neck malignant neoplasia,DOCETAXEL,3,Terminated,TUBB,3
gastric carcinoma,DOCETAXEL,3,Completed,TUBB,3
non-small cell lung carcinoma,VINORELBINE,4,Completed,TUBB,3
brain neoplasm,VINCRISTINE,1,Completed,TUBB,3
gastric carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,3
gastric carcinoma,PACLITAXEL,1,Completed,TUBB,3
gastric carcinoma,PACLITAXEL,2,Terminated,TUBB,3
head and neck malignant neoplasia,DOCETAXEL,1,Recruiting,TUBB,3
bladder transitional cell carcinoma,PACLITAXEL,2,Completed,TUBB,3
breast carcinoma,ERIBULIN,3,Completed,TUBB,3
sarcoma,VINCRISTINE,3,Unknown status,TUBB,3
metastatic prostate cancer,DOCETAXEL,2,Recruiting,TUBB,2
pancreatic ductal adenocarcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
pancreatic neoplasm,PACLITAXEL,1,Recruiting,TUBB,2
nasopharyngeal neoplasm,PACLITAXEL,1,Completed,TUBB,2
cutaneous melanoma,VINBLASTINE,3,Completed,TUBB,2
gastric carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB,2
gastric carcinoma,DOCETAXEL,1,Unknown status,TUBB,2
gastric adenocarcinoma,PACLITAXEL,2,Recruiting,TUBB,2
esophageal carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
pancreatic ductal adenocarcinoma,PACLITAXEL,2,Terminated,TUBB,2
gastric adenocarcinoma,DOCETAXEL,2,Unknown status,TUBB,2
gastric adenocarcinoma,DOCETAXEL,2,Terminated,TUBB,2
lymphoma,VINORELBINE,1,Completed,TUBB,2
childhood B acute lymphoblastic leukemia,VINCRISTINE,3,Completed,TUBB,2
pancreatic adenocarcinoma,DOCETAXEL,2,Completed,TUBB,2
diffuse large B-cell lymphoma,BRENTUXIMAB VEDOTIN,1,"Active, not recruiting",TUBB,2
diffuse large B-cell lymphoma,BRENTUXIMAB VEDOTIN,2,Terminated,TUBB,2
multiple myeloma,PACLITAXEL,2,Completed,TUBB,2
diffuse large B-cell lymphoma,VINCRISTINE,1,"Active, not recruiting",TUBB,2
lymphoma,VINBLASTINE,3,Unknown status,TUBB,2
lymphoma,VINBLASTINE,3,Terminated,TUBB,2
esophageal squamous cell carcinoma,DOCETAXEL,3,Recruiting,TUBB,2
lymphoma,VINBLASTINE,2,"Active, not recruiting",TUBB,2
neoplasm,VINORELBINE,1,Unknown status,TUBB,2
lymphoma,PACLITAXEL,1,Unknown status,TUBB,2
non-small cell lung carcinoma,VINORELBINE,3,Unknown status,TUBB,2
neoplasm of mature B-cells,VINCRISTINE,2,Completed,TUBB,2
esophageal squamous cell carcinoma,DOCETAXEL,2,Recruiting,TUBB,2
nasopharyngeal neoplasm,DOCETAXEL,3,"Active, not recruiting",TUBB,2
gastric carcinoma,PACLITAXEL,1,Recruiting,TUBB,2
multiple myeloma,VINCRISTINE,3,Unknown status,TUBB,2
neoplasm,TRASTUZUMAB EMTANSINE,4,n/a,TUBB,2
male breast carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
metastatic prostate cancer,DOCETAXEL,2,Not yet recruiting,TUBB,2
pancreatic carcinoma,PACLITAXEL,3,Recruiting,TUBB,2
esophageal squamous cell carcinoma,PACLITAXEL,1,Completed,TUBB,2
chronic lymphocytic leukemia,VINCRISTINE,3,Completed,TUBB,2
metastatic prostate cancer,DOCETAXEL,1,Completed,TUBB,2
metastatic prostate cancer,CABAZITAXEL,1,Recruiting,TUBB,2
nasopharyngeal neoplasm,PACLITAXEL,2,Recruiting,TUBB,2
metastatic melanoma,PACLITAXEL,2,Completed,TUBB,2
neoplasm,DOCETAXEL,2,"Active, not recruiting",TUBB,2
neoplasm,DOCETAXEL,2,Completed,TUBB,2
mesothelioma,VINORELBINE,2,Unknown status,TUBB,2
neoplasm,ERIBULIN,1,Recruiting,TUBB,2
cholangiocarcinoma,PACLITAXEL,2,Completed,TUBB,2
neoplasm,FOSBRETABULIN,1,Completed,TUBB,2
cognitive impairment,DAVUNETIDE,2,Completed,TUBB,2
esophageal squamous cell carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,2
melanoma,PACLITAXEL,3,Terminated,TUBB,2
medulloblastoma,VINCRISTINE,2,Recruiting,TUBB,2
melanoma,PACLITAXEL,2,Terminated,TUBB,2
melanoma,PACLITAXEL,2,Recruiting,TUBB,2
pancreatic carcinoma,IXABEPILONE,2,Completed,TUBB,2
pancreatic carcinoma,DOCETAXEL,2,Unknown status,TUBB,2
pancreatic ductal adenocarcinoma,PACLITAXEL,1,Completed,TUBB,2
neoplasm,PACLITAXEL,1,Not yet recruiting,TUBB,2
non-small cell lung carcinoma,VINORELBINE,3,Terminated,TUBB,2
esophageal carcinoma,PACLITAXEL,3,Not yet recruiting,TUBB,2
melanoma,DOCETAXEL,2,Completed,TUBB,2
pancreatic carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,2
gastric adenocarcinoma,DOCETAXEL,1,Unknown status,TUBB,2
pancreatic adenocarcinoma,PACLITAXEL,4,Recruiting,TUBB,2
gastric adenocarcinoma,DOCETAXEL,2,Completed,TUBB,2
pancreatic adenocarcinoma,PACLITAXEL,2,Terminated,TUBB,2
head and neck squamous cell carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,2
neoplasm of mature B-cells,VINCRISTINE,3,Recruiting,TUBB,2
ovarian serous adenocarcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
non-Hodgkins lymphoma,VINCRISTINE,3,Recruiting,TUBB,2
non-small cell lung carcinoma,CABAZITAXEL,2,Completed,TUBB,2
head and neck malignant neoplasia,PACLITAXEL,1,Unknown status,TUBB,2
leukemia,VINCRISTINE,2,"Active, not recruiting",TUBB,2
head and neck malignant neoplasia,DOCETAXEL,3,Completed,TUBB,2
head and neck malignant neoplasia,DOCETAXEL,2,Terminated,TUBB,2
leukemia,VINCRISTINE,2,Terminated,TUBB,2
head and neck malignant neoplasia,DOCETAXEL,2,Recruiting,TUBB,2
gout,COLCHICINE,3,Completed,TUBB,2
endometrial neoplasm,PACLITAXEL,3,Terminated,TUBB,2
lung adenocarcinoma,PACLITAXEL,1,Terminated,TUBB,2
ovarian carcinoma,PACLITAXEL,3,Not yet recruiting,TUBB,2
non-small cell lung carcinoma,TRASTUZUMAB EMTANSINE,2,Recruiting,TUBB,2
lung adenocarcinoma,PACLITAXEL,2,Completed,TUBB,2
ovarian carcinoma,PACLITAXEL,3,Terminated,TUBB,2
lung adenocarcinoma,PACLITAXEL,2,Recruiting,TUBB,2
lung adenocarcinoma,PACLITAXEL,2,Terminated,TUBB,2
head and neck malignant neoplasia,PACLITAXEL,2,"Active, not recruiting",TUBB,2
non-small cell lung carcinoma,DOCETAXEL,1,Not yet recruiting,TUBB,2
head and neck malignant neoplasia,PACLITAXEL,2,Terminated,TUBB,2
laryngeal neoplasm,DOCETAXEL,2,Terminated,TUBB,2
non-small cell lung carcinoma,PACLITAXEL,1,Withdrawn,TUBB,2
head and neck squamous cell carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,2
non-small cell lung carcinoma,PACLITAXEL,1,Not yet recruiting,TUBB,2
esophageal carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB,2
non-small cell lung carcinoma,IXABEPILONE,2,Completed,TUBB,2
non-small cell lung carcinoma,IXABEPILONE,1,Completed,TUBB,2
head and neck squamous cell carcinoma,DOCETAXEL,1,Completed,TUBB,2
non-small cell lung carcinoma,DOCETAXEL,4,Unknown status,TUBB,2
head and neck squamous cell carcinoma,DOCETAXEL,1,"Active, not recruiting",TUBB,2
esophageal carcinoma,DOCETAXEL,2,Terminated,TUBB,2
non-small cell lung carcinoma,DOCETAXEL,4,Completed,TUBB,2
inflammatory breast carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,2
inflammatory breast carcinoma,PACLITAXEL,2,Recruiting,TUBB,2
esophageal carcinoma,PACLITAXEL,1,Unknown status,TUBB,2
head and neck malignant neoplasia,PACLITAXEL,3,Completed,TUBB,2
non-Hodgkins lymphoma,VINCRISTINE,1,"Active, not recruiting",TUBB,2
lung carcinoma,DOCETAXEL,1,Withdrawn,TUBB,2
neoplasm of mature B-cells,VINCRISTINE,3,Completed,TUBB,2
ovarian neoplasm,SAGOPILONE,2,Completed,TUBB,2
lung carcinoma,VINORELBINE,3,Recruiting,TUBB,2
neuroblastoma,VINCRISTINE,2,Unknown status,TUBB,2
gastric carcinoma,PACLITAXEL,3,Unknown status,TUBB,2
lymphoid leukemia,VINCRISTINE,1,Completed,TUBB,2
ovarian neoplasm,PACLITAXEL,1,Completed,TUBB,2
neuroblastoma,VINCRISTINE,2,Recruiting,TUBB,2
diffuse large B-cell lymphoma,VINCRISTINE,4,Recruiting,TUBB,2
gastric carcinoma,PACLITAXEL,3,Recruiting,TUBB,2
endometrial neoplasm,PACLITAXEL,3,Completed,TUBB,2
diffuse large B-cell lymphoma,VINCRISTINE,3,Unknown status,TUBB,2
lymphoid leukemia,VINCRISTINE,2,Completed,TUBB,2
diffuse large B-cell lymphoma,VINCRISTINE,3,Terminated,TUBB,2
gastric carcinoma,PACLITAXEL,3,Completed,TUBB,2
diffuse large B-cell lymphoma,VINCRISTINE,3,Not yet recruiting,TUBB,2
neoplasm of mature B-cells,VINCRISTINE,3,Unknown status,TUBB,2
head and neck squamous cell carcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB,2
ovarian mucinous adenocarcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
non-small cell lung carcinoma,VINORELBINE,2,Not yet recruiting,TUBB,2
endometrial neoplasm,DOCETAXEL,2,Completed,TUBB,2
ovarian cystadenocarcinoma,PACLITAXEL,2,Completed,TUBB,2
endometrial neoplasm,PACLITAXEL,2,Unknown status,TUBB,2
glioblastoma multiforme,VERUBULIN,2,Completed,TUBB,2
lung carcinoma,DOCETAXEL,2,Not yet recruiting,TUBB,2
cervical carcinoma,PACLITAXEL,3,Not yet recruiting,TUBB,2
nodular sclerosis Hodgkin lymphoma,VINORELBINE,2,Completed,TUBB,2
lung carcinoma,PACLITAXEL,1,Withdrawn,TUBB,2
lung carcinoma,PACLITAXEL,2,Recruiting,TUBB,2
lung carcinoma,PACLITAXEL,2,Withdrawn,TUBB,2
germ cell tumor,PACLITAXEL,2,Recruiting,TUBB,2
lung carcinoma,PACLITAXEL,3,Withdrawn,TUBB,2
lung carcinoma,VINBLASTINE,1,Unknown status,TUBB,2
endometrial neoplasm,PACLITAXEL,1,Completed,TUBB,2
endometrial neoplasm,MIRVETUXIMAB SORAVTANSINE,2,Not yet recruiting,TUBB,2
germ cell tumor,PACLITAXEL,2,"Active, not recruiting",TUBB,2
lung carcinoma,VINCRISTINE,3,Completed,TUBB,2
leukemia,PACLITAXEL,1,Completed,TUBB,2
central nervous system cancer,VINORELBINE,2,Completed,TUBB,2
cervical carcinoma,PACLITAXEL,2,Terminated,TUBB,2
prostate carcinoma,IXABEPILONE,2,Completed,TUBB,2
breast carcinoma,PACLITAXEL,4,Completed,TUBB,2
Hodgkins lymphoma,VINBLASTINE,1,Recruiting,TUBB,2
breast carcinoma,PACLITAXEL,2,Suspended,TUBB,2
breast carcinoma,PACLITAXEL,0,Not yet recruiting,TUBB,2
breast carcinoma,IXABEPILONE,3,"Active, not recruiting",TUBB,2
Hodgkins lymphoma,VINBLASTINE,2,Terminated,TUBB,2
breast carcinoma,IXABEPILONE,1,Terminated,TUBB,2
Hodgkins lymphoma,VINBLASTINE,3,"Active, not recruiting",TUBB,2
Hodgkins lymphoma,VINBLASTINE,4,Recruiting,TUBB,2
Hodgkins lymphoma,VINBLASTINE,4,Unknown status,TUBB,2
breast carcinoma,ERIBULIN,2,Not yet recruiting,TUBB,2
prostate carcinoma,VINBLASTINE,3,Completed,TUBB,2
Hodgkins lymphoma,VINCRISTINE,2,"Active, not recruiting",TUBB,2
triple-negative breast cancer,PACLITAXEL,3,Recruiting,TUBB,2
breast carcinoma,ERIBULIN,1,Recruiting,TUBB,2
breast carcinoma,DOCETAXEL,3,Not yet recruiting,TUBB,2
prostate carcinoma,PACLITAXEL,2,Unknown status,TUBB,2
prostate carcinoma,PACLITAXEL,2,Withdrawn,TUBB,2
breast carcinoma,DOCETAXEL,1,"Active, not recruiting",TUBB,2
prostate carcinoma,PACLITAXEL,3,Completed,TUBB,2
Hodgkins lymphoma,VINCRISTINE,3,"Active, not recruiting",TUBB,2
triple-negative breast cancer,PACLITAXEL,2,Completed,TUBB,2
breast carcinoma,PACLITAXEL,4,Recruiting,TUBB,2
breast carcinoma,PACLITAXEL POLIGLUMEX,2,Completed,TUBB,2
breast carcinoma,TRASTUZUMAB EMTANSINE,2,Recruiting,TUBB,2
Hodgkins lymphoma,PACLITAXEL,1,Terminated,TUBB,2
breast neoplasm,VINORELBINE,2,Recruiting,TUBB,2
prostate adenocarcinoma,DOCETAXEL,2,Unknown status,TUBB,2
prostate adenocarcinoma,DOCETAXEL,3,"Active, not recruiting",TUBB,2
breast neoplasm,SAGOPILONE,2,Completed,TUBB,2
breast neoplasm,PACLITAXEL,3,Recruiting,TUBB,2
breast neoplasm,PACLITAXEL,3,Completed,TUBB,2
prostate adenocarcinoma,DOCETAXEL,3,Terminated,TUBB,2
breast neoplasm,PACLITAXEL,1,"Active, not recruiting",TUBB,2
prostate adenocarcinoma,IXABEPILONE,2,Completed,TUBB,2
upper aerodigestive tract neoplasm,DOCETAXEL,1,Completed,TUBB,2
prostate carcinoma,CABAZITAXEL,1,Recruiting,TUBB,2
breast neoplasm,DOCETAXEL,3,Recruiting,TUBB,2
breast neoplasm,DOCETAXEL,2,Withdrawn,TUBB,2
breast neoplasm,DOCETAXEL,2,Recruiting,TUBB,2
breast neoplasm,DOCETAXEL,1,"Active, not recruiting",TUBB,2
breast carcinoma,VINORELBINE,4,Recruiting,TUBB,2
breast carcinoma,VINORELBINE,3,Unknown status,TUBB,2
breast carcinoma,VINORELBINE,2,Not yet recruiting,TUBB,2
breast carcinoma,VINORELBINE,1,Unknown status,TUBB,2
prostate carcinoma,CABAZITAXEL,3,Recruiting,TUBB,2
unspecified peripheral T-cell lymphoma,VINCRISTINE,2,Recruiting,TUBB,2
triple-negative breast cancer,DOCETAXEL,2,Recruiting,TUBB,2
transitional cell carcinoma of kidney,PACLITAXEL,3,Completed,TUBB,2
breast neoplasm,VINORELBINE,2,Terminated,TUBB,2
adenocarcinoma,DOCETAXEL,2,Recruiting,TUBB,2
anaplastic large cell lymphoma,VINORELBINE,2,Recruiting,TUBB,2
Retinoblastoma,VINCRISTINE,2,Recruiting,TUBB,2
sarcoma,VINCRISTINE,2,Unknown status,TUBB,2
sarcoma,VINCRISTINE,3,Completed,TUBB,2
sarcoma,VINORELBINE,2,Completed,TUBB,2
Retinoblastoma,VINCRISTINE,3,"Active, not recruiting",TUBB,2
Retinoblastoma,VINCRISTINE,3,Completed,TUBB,2
Sinonasal Undifferentiated Carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,2
T-cell acute lymphoblastic leukemia,VINCRISTINE,1,Not yet recruiting,TUBB,2
T-cell acute lymphoblastic leukemia,VINCRISTINE,1,Recruiting,TUBB,2
acute myocardial infarction,COLCHICINE,4,Unknown status,TUBB,2
breast adenocarcinoma,PACLITAXEL,2,Recruiting,TUBB,2
soft tissue sarcoma,ERIBULIN,2,Completed,TUBB,2
acute lymphoblastic leukemia,VINCRISTINE,3,Unknown status,TUBB,2
acute lymphoblastic leukemia,VINCRISTINE,3,Terminated,TUBB,2
acute lymphoblastic leukemia,VINCRISTINE,3,"Active, not recruiting",TUBB,2
acute lymphoblastic leukemia,VINCRISTINE,2,Terminated,TUBB,2
squamous cell carcinoma,PACLITAXEL,3,Recruiting,TUBB,2
acute lymphoblastic leukemia,VINCRISTINE,1,Not yet recruiting,TUBB,2
squamous cell carcinoma,DOCETAXEL,2,Recruiting,TUBB,2
squamous cell carcinoma,DOCETAXEL,2,Unknown status,TUBB,2
squamous cell carcinoma,PACLITAXEL,2,Not yet recruiting,TUBB,2
Retinoblastoma,VINCRISTINE,2,Completed,TUBB,2
stomach neoplasm,DOCETAXEL,1,Completed,TUBB,2
sarcoma,PACLITAXEL,2,Terminated,TUBB,2
angiosarcoma,PACLITAXEL,2,Recruiting,TUBB,2
breast adenocarcinoma,PACLITAXEL,1,Recruiting,TUBB,2
bladder transitional cell carcinoma,VINFLUNINE,2,Completed,TUBB,2
Malignant epithelial tumor of ovary,PACLITAXEL,2,Recruiting,TUBB,2
renal carcinoma,VINCRISTINE,3,Completed,TUBB,2
renal carcinoma,VINCRISTINE,3,Unknown status,TUBB,2
bladder carcinoma,VINFLUNINE,3,Completed,TUBB,2
Mantle cell lymphoma,VINCRISTINE,3,Completed,TUBB,2
bladder carcinoma,VINBLASTINE,3,Completed,TUBB,2
bladder carcinoma,VINBLASTINE,2,Recruiting,TUBB,2
Mantle cell lymphoma,VINCRISTINE,3,Recruiting,TUBB,2
Mantle cell lymphoma,VINCRISTINE,3,Unknown status,TUBB,2
testicular neoplasm,PACLITAXEL,2,Completed,TUBB,2
Nephroblastoma,VINCRISTINE,3,Completed,TUBB,2
bladder carcinoma,DOCETAXEL,2,Terminated,TUBB,2
biliary tract neoplasm,PACLITAXEL,2,Recruiting,TUBB,2
Ovarian Transitional Cell Carcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
biliary tract neoplasm,DOCETAXEL,2,Terminated,TUBB,2
sarcoma,DOCETAXEL,2,Unknown status,TUBB,2
sarcoma,DOCETAXEL,3,Completed,TUBB,2
Primary Peritoneal Serous Adenocarcinoma,PACLITAXEL,3,"Active, not recruiting",TUBB,2
sarcoma,PACLITAXEL,1,Recruiting,TUBB,2
ureteral neoplasm,PACLITAXEL,2,Completed,TUBB,2
breast carcinoma,IXABEPILONE,2,"Active, not recruiting",TUBB,2
urogenital neoplasm,PACLITAXEL,2,"Active, not recruiting",TUBB,2
prostate adenocarcinoma,DOCETAXEL,1,Terminated,TUBB,2
prostate adenocarcinoma,CABAZITAXEL,2,"Active, not recruiting",TUBB,2
cancer,VINORELBINE,2,Completed,TUBB,2
primitive neuroectodermal tumor,VINCRISTINE,3,Completed,TUBB,2
prostate adenocarcinoma,DOCETAXEL,1,Unknown status,TUBB,2
central nervous system cancer,PACLITAXEL,2,Completed,TUBB,2
cancer,VINFLUNINE,1,Completed,TUBB,2
cervical carcinoma,DOCETAXEL,2,Completed,TUBB,2
Burkitts lymphoma,VINCRISTINE,2,Completed,TUBB,2
urothelial carcinoma,CABAZITAXEL,2,Completed,TUBB,2
Fallopian Tube Carcinoma,PACLITAXEL,2,"Active, not recruiting",TUBB,2
pericarditis,COLCHICINE,3,Completed,TUBB,2
urogenital neoplasm,PACLITAXEL,2,Completed,TUBB,2
cancer,DOCETAXEL,2,Completed,TUBB,2
Fallopian Tube Carcinoma,PACLITAXEL,1,Terminated,TUBB,2
cancer,DOCETAXEL,2,Terminated,TUBB,2
peritoneal neoplasm,DOCETAXEL,2,Terminated,TUBB,2
peritoneal neoplasm,PACLITAXEL,2,"Active, not recruiting",TUBB,2
central nervous system cancer,VINBLASTINE,2,Recruiting,TUBB,2
cervical carcinoma,DOCETAXEL,1,Completed,TUBB,2
urothelial carcinoma,DOCETAXEL,2,Withdrawn,TUBB,2
cervical carcinoma,PACLITAXEL,1,Unknown status,TUBB,2
central nervous system cancer,VINCRISTINE,3,Recruiting,TUBB,2
breast neoplasm,VINORELBINE,3,Completed,TUBB,2
cancer,PACLITAXEL,2,Terminated,TUBB,2
uterine neoplasm,PACLITAXEL,2,Terminated,TUBB,2
urethral neoplasm,PACLITAXEL,3,Completed,TUBB,2
carcinoma,PACLITAXEL,3,Unknown status,TUBB,2
Burkitts lymphoma,VINCRISTINE,1,Completed,TUBB,2
cancer,VINORELBINE,1,Completed,TUBB,2
cancer,PACLITAXEL,2,Recruiting,TUBB,2
Ewing sarcoma,VINCRISTINE,2,Terminated,TUBB,2
cancer,PACLITAXEL,2,Completed,TUBB,2
stomach neoplasm,PACLITAXEL,2,Recruiting,TUBB,1
stomach neoplasm,PACLITAXEL,2,Enrolling by invitation,TUBB,1
stomach neoplasm,PACLITAXEL,2,"Active, not recruiting",TUBB,1
non-Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,1,Withdrawn,TUBB,1
stomach neoplasm,DOCETAXEL,3,Recruiting,TUBB,1
stomach neoplasm,PACLITAXEL,3,Recruiting,TUBB,1
non-Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,1,Recruiting,TUBB,1
uterine leiomyosarcoma,IXABEPILONE,2,Completed,TUBB,1
stomach neoplasm,DOCETAXEL,3,Completed,TUBB,1
uterine neoplasm,DOCETAXEL,2,Completed,TUBB,1
uterine neoplasm,PACLITAXEL,1,Completed,TUBB,1
stomach neoplasm,IXABEPILONE,2,Completed,TUBB,1
nodular sclerosis Hodgkin lymphoma,VINORELBINE,3,Unknown status,TUBB,1
neoplasm,PACLITAXEL,2,Recruiting,TUBB,1
stomach neoplasm,VINFLUNINE,2,Terminated,TUBB,1
testicular carcinoma,PACLITAXEL,2,Terminated,TUBB,1
thyroid carcinoma,PACLITAXEL,0,Recruiting,TUBB,1
neoplasm,DOCETAXEL,1,"Active, not recruiting",TUBB,1
nodular sclerosis Hodgkin lymphoma,BRENTUXIMAB VEDOTIN,2,"Active, not recruiting",TUBB,1
thyroid carcinoma,FOSBRETABULIN,3,Withdrawn,TUBB,1
thyroid carcinoma,CROLIBULIN,1,Completed,TUBB,1
neoplasm,CABAZITAXEL,4,n/a,TUBB,1
neoplasm,CABAZITAXEL,2,Recruiting,TUBB,1
urothelial carcinoma,VINFLUNINE,3,Completed,TUBB,1
neoplasm,CABAZITAXEL,1,Terminated,TUBB,1
uterine leiomyosarcoma,DOCETAXEL,2,Completed,TUBB,1
testicular neoplasm,DOCETAXEL,2,Completed,TUBB,1
nodular sclerosis Hodgkin lymphoma,VINBLASTINE,2,"Active, not recruiting",TUBB,1
stricture,PACLITAXEL,2,Terminated,TUBB,1
neoplasm,BRENTUXIMAB VEDOTIN,4,n/a,TUBB,1
testicular carcinoma,DOCETAXEL,2,"Active, not recruiting",TUBB,1
testicular carcinoma,CABAZITAXEL,2,Recruiting,TUBB,1
systemic lupus erythematosus,BRENTUXIMAB VEDOTIN,2,Terminated,TUBB,1
stricture,VINBLASTINE,2,Completed,TUBB,1
uterine leiomyosarcoma,DOCETAXEL,3,"Active, not recruiting",TUBB,1
stricture,PACLITAXEL,2,Withdrawn,TUBB,1
uterine leiomyosarcoma,DOCETAXEL,3,Terminated,TUBB,1
nodular sclerosis Hodgkin lymphoma,VINCRISTINE,3,Unknown status,TUBB,1
nasopharyngeal neoplasm,PACLITAXEL,2,Unknown status,TUBB,1
uterine neoplasm,PACLITAXEL,1,Recruiting,TUBB,1
nasopharyngeal neoplasm,PACLITAXEL,2,Terminated,TUBB,1
uterine sarcoma,DOCETAXEL,2,Completed,TUBB,1
nasopharyngeal neoplasm,PACLITAXEL,2,Completed,TUBB,1
non-Hodgkins lymphoma,BRENTUXIMAB VEDOTIN,3,"Active, not recruiting",TUBB,1
squamous cell lung carcinoma,DOCETAXEL,1,Withdrawn,TUBB,1
squamous cell lung carcinoma,DOCETAXEL,1,Terminated,TUBB,1
non-Hodgkins lymphoma,VINCRISTINE,3,Terminated,TUBB,1
squamous cell lung carcinoma,DOCETAXEL,1,Completed,TUBB,1
non-Hodgkins lymphoma,VINCRISTINE,4,Unknown status,TUBB,1
verrucous carcinoma,IXABEPILONE,2,Completed,TUBB,1
squamous cell carcinoma,PACLITAXEL POLIGLUMEX,1,Unknown status,TUBB,1
non-Hodgkins lymphoma,VINORELBINE,2,Recruiting,TUBB,1
non-Hodgkins lymphoma,VINORELBINE,3,Completed,TUBB,1
